path,title,role,words,automatic_priority,missing_expected_signals,risk_flags,manual_decision,manual_issue_types,manual_reason
content/laboratorio/practicas/evaluacion-formativa-asistida-ia/index.md,Actividad propuesta: portafolio iterativo con retroalimentación de IA,practica,1340,baja,,,cambiar,estado-contradictorio|procedencia-no-verificada|material-incompleto|privacidad,"Contradicción resuelta (lote 05, 2026-08-24): reescrita como actividad propuesta (prototipo de escenario) conservando la secuencia de cuatro semanas, la tabla de decisiones, la ponderación y el identificador practice.portafolio-proceso. Se retiraron el grupo ficticio y el 72 %; el prompt incluye rúbrica y fragmento de ejemplo; se piden versiones y decisiones justificadas, no conversaciones completas."
content/licencia/index.md,Licencia del sitio,pagina,453,baja,,,pendiente,,
content/observatorio/documentacion/monitoreo-herramientas-emergentes/index.md,Monitoreo de herramientas IA emergentes en educación,articulo,803,baja,,,pendiente,,
content/observatorio/documentacion/monitoreo-publicaciones-ia-educativa/index.md,Monitoreo de publicaciones sobre IA educativa,articulo,776,baja,,,pendiente,,
content/observatorio/documentacion/redes-investigacion-vinculacion/index.md,Redes de investigación y vinculación academia-industria,articulo,899,baja,,,pendiente,,
content/observatorio/estudios/_index.md,"Estudios, encuestas y hallazgos",navegacion,363,baja,quien,,cambiar,alcance_editorial_ambiguo|tipos_de_evidencia_mezclados|afirmacion_de_significancia|audiencia_no_explicita|utilidad_decisional_no_explicita,"El índice ofrece entradas útiles, pero su alcance editorial es ambiguo: reúne encuestas, ensayo conceptual y reseña de un editorial sin declarar tipos de evidencia, estado o utilidad de cada pieza. Debe sustituir “muestra significativa” por una descripción verificable y orientar al lector según busque datos, interpretación teórica o análisis de tendencias."
content/observatorio/estudios/creatividad-humana-ia/index.md,Creatividad humana e inteligencia artificial: Más allá del antropocentrismo,articulo,518,baja,lenguaje_directo,,pendiente,,
content/observatorio/estudios/crisis-revision-pares-ia/index.md,"Más, no mejor: IA, incentivos y la crisis emergente de la revisión por pares",articulo,1293,baja,,,pendiente,,
content/observatorio/estudios/encuesta-dec-2026/index.md,Encuesta DEC 2026 — IA en educación superior,articulo,624,baja,quien,,cambiar,metodologia_ausente|representatividad|alcance_institucional_sobredimensionado|fecha_ambigua|referencia_bibliografica_incompleta,"La fuente primaria está disponible y la ficha aporta visualizaciones y resumen, por lo que debe conservarse mediante revisión, no retirarse. Es necesario añadir referencia bibliográfica completa, fechas y método de levantamiento, tipo de muestra, límites de representatividad y alcance de los datos UdeG. El tamaño de la contribución institucional no basta para afirmar que existen resultados UdeG con “peso propio” si no se muestran análisis desagregados ni condiciones de muestreo."
content/observatorio/estudios/encuesta-eniag-mexico/index.md,Censo nacional ENIAG — IA generativa en la educación superior mexicana,articulo,1245,baja,,,pendiente,,
content/observatorio/estudios/habitar-ia-simondon/index.md,"Habitar la IA: técnica, cultura y aprendizaje con Simondon",articulo,2198,baja,,,pendiente,,
content/observatorio/estudios/paradoja-descarga-cognitiva/index.md,La paradoja de la descarga cognitiva en el aprendizaje,articulo,1453,baja,,,pendiente,,
content/observatorio/guias/_index.md,Guías metodológicas,navegacion,152,baja,acciones|lenguaje_directo,,pendiente,,
content/observatorio/guias/documentacion-buenas-practicas-ia/index.md,Documentación de buenas prácticas con IA,guia,773,baja,lenguaje_directo,,pendiente,,
content/observatorio/guias/evaluacion-herramientas-ia-educativas/index.md,Evaluación de herramientas IA educativas: criterios y matriz,guia,1115,baja,,,cambiar,atribucion-excesiva|procedimiento-no-respaldado|anecdota-sin-fuente|gobernanza-insuficiente,"Conserva la matriz de seis dimensiones como adaptación del sitio, retira pasos y relatos atribuidos sin fuente, y separa revisión preliminar, prueba controlada y autorización institucional."
content/recursos/_index.md,Recursos y herramientas,navegacion,134,baja,,,cambiar,fragmentación,"Orienta correctamente al público docente y distingue artículos, videos, enlaces, glosario y documentos institucionales. Sin embargo, omite la rama /recursos/externas/, mientras la tarjeta de «Links relevantes» ya promete herramientas, guías y repositorios externos. Conviene resolver esa fragmentación: absorber las curadurías temáticas en /links/ o explicar y enlazar explícitamente la diferencia entre fichas individuales y curadurías comparativas."
content/recursos/articulos/_index.md,Artículos y documentos,navegacion,348,baja,acciones|lenguaje_directo,,conservar,,"La promesa editorial es clara: reúne artículos, informes y documentos, y explica que cada destino ofrece ficha bibliográfica, resumen y relevancia práctica. Los destinos revisados materializan esa estructura con información bibliográfica, abstract y justificación. Su brevedad es adecuada para un índice y no constituye falta de contexto."
content/recursos/articulos/autenticidad-evaluacion-ajjawi-bearman/index.md,"From authentic assessment to authenticity in assessment: Broadening perspectives — Ajjawi, Bearman et al.",recurso,481,baja,lenguaje_directo,,cambiar,metadato-acceso-incorrecto|fecha-bibliografica-imprecisa|alcance-tematico-excesivo,"Se corrigieron el acceso abierto, licencia, fechas y datos bibliográficos; la ficha distingue las tres perspectivas del artículo y presenta la IA como un problema de aplicación, no como su objeto principal."
content/recursos/articulos/cormier-rhizomatic-education/index.md,Rhizomatic education: community as curriculum — Cormier,recurso,368,baja,,,pendiente,,
content/recursos/articulos/genai-feedback-engagement-2025/index.md,Generative AI as an enabler of student feedback engagement,recurso,572,baja,,,cambiar,autoria-incorrecta|alcance-sobredimensionado|marcos-conflados|licencia-omitida,"Corrige la autoría y presenta el trabajo de Zhan et al. como marco conceptual tentativo; separa seis posibilidades, etapas de interacción y ciclo de autorregulación, y declara límites y licencia."
content/recursos/articulos/guias-iagen-evaluacion-unam/index.md,"Tres guías UNAM sobre IA generativa en evaluación: bachillerato, licenciatura y posgrado",recurso,926,baja,,,cambiar,primacia-no-demostrada|marcos-homogeneizados|metadatos-imprecisos|atribucion-editorial,"Conserva tres PDF oficiales y distingue lo específico de bachillerato, licenciatura y posgrado; elimina primacías no demostradas, corrige páginas y atribuciones, y mantiene licencia, anclas, iframes y descargas."
content/recursos/articulos/next-era-assessment-dec/index.md,The Next Era of Assessment: A Global Review of AI in Assessment Design — Digital Education Council,recurso,490,baja,,,cambiar,enlace-roto|cifra-imprecisa|lenguaje-promocional|alcance-metodologico,"Repara la URL 404, usa 101 casos y 14 metodologías atribuidas al DEC/Pearson, distingue informe institucional de revisión académica y evita presentar prácticas recopiladas como eficacia demostrada."
content/recursos/articulos/partnerships-pedagogicos-ia-wang-zhang/index.md,Alianzas pedagógicas con IA generativa — Wang & Zhang (2026),recurso,1467,baja,,,pendiente,,
content/recursos/articulos/selwyn-limites-ia-educacion/index.md,On the limits of artificial intelligence (AI) in education — Selwyn,recurso,399,baja,lenguaje_directo,,pendiente,,
content/recursos/catalogo-herramientas-ia/index.md,Catálogo de herramientas IA para educación universitaria,recurso,1706,baja,lenguaje_directo,,pendiente,,
content/recursos/comparativa-llm-pedagogica/index.md,Comparativa pedagógica de LLMs: qué usar para qué tarea,recurso,876,baja,lenguaje_directo,,pendiente,,
content/recursos/glosario/_index.md,Glosario de términos,navegacion,298,baja,,,cambiar,promesa-no-cumplida|jerarquia-editorial-injustificada|audiencia-ambigua,"El índice prometía explicar el origen de cada término y declaraba que el artículo largo debía prevalecer ante una contradicción. El borrador 02B limita la promesa a definición, ejemplo o contraste, nombra a quién le sirve y pide revisar fecha, fuentes y contexto."
content/recursos/glosario/agenciamiento-persona-ia/index.md,Agenciamiento persona-IA,recurso,167,baja,situacion|lenguaje_directo,,pendiente,,
content/recursos/glosario/agentes-de-ia/index.md,Agentes de IA,recurso,211,baja,,,cambiar,relaciones-conceptuales-ausentes,La definición corregida en el lote 2 se conserva; el lote 02B añade relaciones con IA generativa y tutor inteligente para evitar atribuir capacidad de acción a cualquier modelo o sistema educativo.
content/recursos/glosario/alfabetizacion-ia/index.md,Alfabetización en IA,recurso,184,baja,quien|lenguaje_directo,,pendiente,,
content/recursos/glosario/aprendizaje-activo/index.md,Aprendizaje activo,recurso,179,baja,situacion,,cambiar,afirmacion-no-sustentada|continuacion-canónica-ausente,"Se conservó la función de definición breve y se retiraron promesas no sustentadas sobre déficit cognitivo, garantía de aprendizaje y un papel único de la IA; ahora distingue actividad visible de elaboración cognitiva y remite a la explicación canónica."
content/recursos/glosario/aprendizaje-basado-en-problemas/index.md,Aprendizaje basado en problemas,recurso,97,baja,situacion|lenguaje_directo,,pendiente,,
content/recursos/glosario/aprendizaje-digital/index.md,Aprendizaje digital,recurso,176,baja,,,cambiar,falta_de_contexto|imprecisión_conceptual,"La definición y el contraste con digitalizar un PDF son útiles, pero la expresión «verdadero aprendizaje digital» y el cierre en experiencias «hiper-personalizadas» reducen indebidamente el concepto a interactividad, datos y adaptación algorítmica. Faltan un ejemplo cotidiano, cuándo importa la distinción y relaciones más precisas con aprendizaje híbrido, diseño pedagógico y educación en línea. No es un problema de enlace roto ni de duplicación."
content/recursos/glosario/aprendizaje-hibrido/index.md,Aprendizaje híbrido,recurso,99,baja,situacion|lenguaje_directo,,pendiente,,
content/recursos/glosario/aprendizaje-transformativo/index.md,Aprendizaje transformativo,recurso,148,baja,lenguaje_directo,,pendiente,,
content/recursos/glosario/aula-invertida/index.md,Aula invertida,recurso,157,baja,situacion|lenguaje_directo,,pendiente,,
content/recursos/glosario/cocreacion-persona-ia/index.md,Co-creación persona-IA,recurso,165,baja,,,pendiente,,
content/recursos/glosario/colonizacion-cognitiva/index.md,Colonización cognitiva,recurso,176,baja,quien|lenguaje_directo,,pendiente,,
content/recursos/glosario/deriva-metacognitiva/index.md,Deriva metacognitiva,recurso,165,baja,situacion,,pendiente,,
content/recursos/glosario/descarga-cognitiva/index.md,Descarga cognitiva,recurso,198,baja,lenguaje_directo,,pendiente,,
content/recursos/glosario/direccion-epistemica/index.md,Dirección epistémica,recurso,162,baja,,,pendiente,,
content/recursos/glosario/diseno-inverso/index.md,Diseño inverso,recurso,173,baja,lenguaje_directo,,cambiar,procedencia-incompleta|afirmacion-promocional|continuacion-canónica-ausente,Se conservaron las tres etapas y se añadió atribución a Wiggins y McTighe; se sustituyó la promesa promocional sobre IA por una explicación acotada de alineación y se enlazó la guía canónica.
content/recursos/glosario/esfuerzo-productivo/index.md,Esfuerzo productivo,recurso,163,baja,lenguaje_directo,,pendiente,,
content/recursos/glosario/evaluacion-autentica/index.md,Evaluación auténtica,recurso,271,baja,situacion|lenguaje_directo,,cambiar,generalizacion-no-sustentada|referencia-no-verificada|continuacion-canónica-ausente,"Se sustituyó una presentación de autenticidad como garantía y defensa contra IA por principios situados con evidencia observable, límites y compensaciones; se retiró una referencia no verificable y se incorporaron fuentes comprobadas."
content/recursos/glosario/ganancia-cognitiva/index.md,Ganancia cognitiva,recurso,664,baja,,,cambiar,lenguaje-abstracto|afirmacion-causal-excesiva|situacion-ausente|comprobacion-ausente|limites-de-evidencia-ausentes,"La definición era recuperable, pero presentaba la ganancia cognitiva como efecto de una interacción bien orientada, usaba lenguaje abstracto y no ofrecía una situación ni una forma de comprobar el cambio en el razonamiento. El borrador 02C añade un ejemplo, acciones, comprobación y límites de los dos estudios."
content/recursos/glosario/gobernanza-distribuida/index.md,Gobernanza distribuida,recurso,160,baja,quien,,pendiente,,
content/recursos/glosario/ia-generativa/index.md,IA generativa,recurso,108,baja,quien|lenguaje_directo,,pendiente,,
content/recursos/glosario/ingenieria-de-prompts/index.md,Ingeniería de prompts,recurso,177,baja,,,cambiar,obsolescencia|falta_de_contexto|imprecisión_conceptual,"La definición básica se entiende, pero convierte contexto, rol, formato y evaluación en requisitos universales y afirma que el prompting «limita» alucinaciones y «fuerza» resultados, garantías que no puede ofrecer. También relaciona el término solo con el Observatorio, un destino demasiado general. Debe incluir un ejemplo breve, explicar cuándo basta una instrucción sencilla, distinguir prompting de contexto, recuperación y evaluación, y enlazar la guía específica para docentes."
content/recursos/glosario/integridad-academica/index.md,Integridad académica,recurso,123,baja,quien|lenguaje_directo,,cambiar,definicion-reductiva|caricatura-historica|requisito-universal,"La entrada conserva su brevedad y sustituye la caricatura policial por los seis valores de ICAI, reglas comprensibles, declaración, atribución, equidad y responsabilidad."
content/recursos/glosario/justicia-epistemica/index.md,Justicia epistémica,recurso,158,baja,quien|lenguaje_directo,,pendiente,,
content/recursos/glosario/modelo-samr/index.md,Modelo SAMR,recurso,205,baja,situacion|lenguaje_directo,,conservar,,"La entrada ya presenta SAMR como lente descriptiva, evita una escala universal de calidad, separa transformación tecnológica de aprendizaje, incluye revisión crítica y remite a la explicación canónica. Permaneció idéntica byte a byte al rollback."
content/recursos/glosario/pensamiento-critico/index.md,Pensamiento crítico,recurso,105,baja,situacion|lenguaje_directo,,pendiente,,
content/recursos/glosario/pos-plagio/index.md,Pos-plagio,recurso,162,baja,lenguaje_directo,,pendiente,,
content/recursos/glosario/sesgo-algoritmico/index.md,Sesgo algorítmico,recurso,140,baja,lenguaje_directo,,pendiente,,
content/recursos/glosario/soberania-tecnologica/index.md,Soberanía tecnológica,recurso,204,baja,quien|lenguaje_directo,,pendiente,,
content/recursos/glosario/taxonomia-de-bloom/index.md,Taxonomía de Bloom,recurso,203,baja,situacion|lenguaje_directo,,conservar,,"La entrada ya define la taxonomía revisada, explicita que no es una pirámide obligatoria ni una clasificación por verbo aislado, cita la fuente y remite a la página canónica. Permaneció idéntica byte a byte al rollback."
content/recursos/glosario/trazabilidad/index.md,Trazabilidad,recurso,154,baja,,,pendiente,,
content/recursos/glosario/tutor-inteligente/index.md,Tutor inteligente,recurso,134,baja,situacion|lenguaje_directo,,pendiente,,
content/recursos/glosario/vendor-lock-in/index.md,Dependencia de proveedor (vendor lock-in),recurso,159,baja,quien,,pendiente,,
content/recursos/institucionales/index.md,Recursos institucionales para IA en educación,recurso,257,baja,,,pendiente,,
content/recursos/links/_index.md,Recursos externos seleccionados,navegacion,337,baja,,,cambiar,fragmentación|duplicación_parcial|navegación,"El índice se convirtió en el único destino de recursos externos. Ahora distingue fichas individuales de curadurías temáticas, orienta la elección según la consulta y preserva la URL del hub retirado mediante alias."
content/recursos/links/ai-for-education-toolkit/index.md,Inteligencia artificial en la educación — UNESCO,recurso,187,baja,lenguaje_directo,,cambiar,título_inexacto|tipo_de_fuente_impreciso|imagen_faltante,"El título anterior prometía un toolkit específico, pero la URL abre el portal temático general de UNESCO. La ficha ahora identifica el tipo real de recurso, explica cómo usarlo y advierte que el portal no sustituye la cita de una publicación concreta."
content/recursos/links/comunidades-practica-docente-ia/index.md,Redes y espacios para compartir prácticas docentes con IA,recurso,752,baja,,,cambiar,atribución_imprecisa|tipos_de_fuente_mezclados|vigencia,"La función de localizar conversaciones profesionales se conserva, pero la página dejó de llamar comunidades activas a seis destinos heterogéneos. Ahora diferencia redes, programas, catálogos, seminarios, principios e informes y declara las condiciones de participación."
content/recursos/links/ocde-ia-educacion/index.md,Digital Education Outlook 2026 — OCDE,recurso,240,baja,situacion,,conservar,,"La ficha identifica un informe concreto de la OCDE y conserva su función. Se corrigió el dato TALIS: la fuente primaria informa 37 % de docentes de secundaria baja que usaron IA para su trabajo en 2024, no 41 % de todo el profesorado en su enseñanza; la página declara ahora ese límite."
content/recursos/links/syllabus-internacionales-ia/index.md,Políticas de IA para el syllabus: ejemplos internacionales,recurso,782,baja,lenguaje_directo,,cambiar,alcance_sobredimensionado|atribución_imprecisa|afirmación_sin_fuente,"La página conserva cinco fuentes útiles, pero ya no las presenta como cinco syllabus completos ni atribuye efectos sin respaldo. Distingue orientaciones, políticas de curso, informe y revisión secundaria, y aclara que la propuesta local no es política oficial de la UdeG."
content/recursos/links/unesco-marco-competencias-docentes-ia/index.md,Marco de competencias de IA para docentes — UNESCO,recurso,203,baja,situacion|lenguaje_directo,,conservar,,"La ficha identifica el marco UNESCO de 2024 y conserva su función. Se sustituyó “la primera referencia global”, que la fuente no sostiene, por “una referencia global”, formulación usada por UNESCO."
content/recursos/politica-ia-udeg/index.md,Sugerencias y criterios para pensar una política de IA en la UdeG,recurso,2187,baja,,,pendiente,,
content/recursos/repositorio-prompts-docentes/index.md,Repositorio de prompts para docentes: banco curado por fase pedagógica,recurso,1348,baja,lenguaje_directo,,pendiente,,
content/recursos/videos/_index.md,Videos y cursos abiertos,navegacion,230,baja,,,cambiar,referencias_externas_incompletas|desalineación_de_tipo|fragmentación,"El índice promete videos con resumen, momentos clave y recomendación, algo que cumple la ficha de Sal Khan, pero no toda la colección: Learn Prompting es principalmente un libro y curso web, y la curaduría de tutoriales agrupa canales en lugar de reseñar un video. Esa curaduría contiene además un enlace Markdown sin destino y una instrucción textual sin URL. Conviene redefinir la sección como recursos audiovisuales y exigir destinos reproducibles, o mover los recursos no audiovisuales a /links/."
content/recursos/videos/learn-prompting-curso-completo.md,Learn Prompting: guía introductoria y cursos,recurso,275,baja,,,cambiar,desalineación_de_tipo|afirmación_de_acceso_por_verificar,"La ficha estaba clasificada como video y afirmaba acceso completo y gratuito; el destino real es una guía web con cursos separados y condiciones que pueden variar. El borrador identifica el formato, enlaza destinos directos y propone una prueba verificable."
content/recursos/videos/sal-khan-ia-educacion.md,Sal Khan presenta su visión de la IA como apoyo educativo,recurso,337,baja,,,cambiar,tono-promocional|interes-no-declarado|marcas-temporales-imprecisas,"La ficha repetía una afirmación promocional en el título, recomendaba la charla sin declarar el interés de Khan Academy y usaba marcas temporales imprecisas. El borrador 02B la presenta como fuente primaria y separa visión, demostración y evidencia pendiente."
content/recursos/videos/tutoriales-herramientas-ia-docentes.md,Fuentes audiovisuales para docentes: curaduría verificada,recurso,392,baja,,,cambiar,referencias_externas_incompletas|desalineación_de_tipo,"La curaduría declaraba cinco fuentes, pero dos carecían de una URL verificable y otras descripciones mezclaban sitio, canal y curso. El borrador conserva tres destinos comprobables, declara formato, idioma y límites, y retira del listado activo las referencias sin dirección."
