lot,priority_score,path,route,title,kind,section,words,course_role,course_action,modules,audience_routes,narrative_status,narrative_signals,didactic_status,didactic_signals,consistency_band,review_flags,orientation_relations,explicit_orientation_reference,explicit_guide_reference,visual_status,visual_decision,visual_family,featured,svg_assets,accessible_svg,inline_images,missing_alt,current_h5p,interaction_candidate,interaction_technology,internal_links,cross_section_links,organization_needs
L2-apoyos-y-practicas,5,ia-educacion/etica-y-transparencia/transparencia-algoritmica-aula/index.md,/ia-educacion/etica-y-transparencia/transparencia-algoritmica-aula/,Transparencia algorítmica en el aula: prácticas concretas,page,ia-educacion,874,apoyo-candidato,reutilizar-con-ajustes,M2,comun,parcial,3,parcial,6,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,5,1,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,ia-educacion/guias/aprendizaje-rizomatico-ia/index.md,/ia-educacion/guias/aprendizaje-rizomatico-ia/,Aprendizaje rizomático con IA,page,ia-educacion,1028,apoyo-candidato,revisar-en-fase-editorial,M3|M4|M5|M6,estudiantado|profesorado,parcial,2,parcial,6,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,4,1,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,ia-educacion/guias/evaluacion-formativa-ia/index.md,/ia-educacion/guias/evaluacion-formativa-ia/,Evaluación formativa con IA — ciclos de retroalimentación iterativa,page,ia-educacion,1817,apoyo-candidato,reutilizar-con-ajustes,M1|M5|M6,profesorado,parcial,4,robusto-candidato,8,revision-dirigida,deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,figura-gobernada,revisar-para-sustitucion-prioritaria,cgi-infografia-o-ilustracion-heredada,true,2,2,0,0,evidencias-proceso-proporcion|evaluacion-proceso-decision,auditar-y-mediar-h5p-existente,H5P ya gobernado,4,2,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,ia-educacion/guias/lineamientos-eticos-ia/index.md,/ia-educacion/guias/lineamientos-eticos-ia/,Veinte sugerencias prácticas para el uso ético de IA en educación superior,page,ia-educacion,1570,apoyo-candidato,reutilizar-con-ajustes,M2|M4,comun,robusto-candidato,5,robusto-candidato,8,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,figura-gobernada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,2,2,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,8,3,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,laboratorio/practicas/aula-invertida/index.md,/laboratorio/practicas/aula-invertida/,Aula invertida (flipped classroom),page,laboratorio,809,banco-de-practicas,revisar-contra-bloom-e-icap,M5|M6,profesorado,parcial,2,parcial,5,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,resolver-candidatos-y-sustituir,portada-ambigua,true,0,0,2,0,,comparador-de-versiones,H5P.ImageSlider o comparador HTML,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,4,ia-educacion/guias/ingenieria-de-prompts-para-docentes/index.md,/ia-educacion/guias/ingenieria-de-prompts-para-docentes/,Ingeniería de prompts para docentes,page,ia-educacion,601,apoyo-candidato,revisar-en-fase-editorial,M3|M4|M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,revisar-para-sustitucion-prioritaria,cgi-infografia-o-ilustracion-heredada,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,4,laboratorio/practicas/abp-con-ia/index.md,/laboratorio/practicas/abp-con-ia/,ABP con IA — proyecto colaborativo documentado,page,laboratorio,827,banco-de-practicas,revisar-contra-bloom-e-icap,M5|M6,profesorado,parcial,2,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,revisar-para-sustitucion-prioritaria,cgi-infografia-o-ilustracion-heredada,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,4,laboratorio/practicas/evaluacion-formativa-asistida-ia/index.md,/laboratorio/practicas/evaluacion-formativa-asistida-ia/,Evaluación formativa asistida por IA — portafolios iterativos,page,laboratorio,1075,banco-de-practicas,revisar-contra-bloom-e-icap,M5|M6,profesorado,parcial,2,robusto-candidato,7,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,revisar-para-sustitucion-prioritaria,cgi-infografia-o-ilustracion-heredada,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,3,3,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,3,ia-educacion/guias/abp-con-ia/index.md,/ia-educacion/guias/abp-con-ia/,Aprendizaje basado en proyectos (ABP) con IA,page,ia-educacion,1273,banco-de-practicas,revisar-contra-bloom-e-icap,M5|M6,profesorado,parcial,4,robusto-candidato,8,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,resolver-candidatos-y-sustituir,portada-ambigua,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,3,1,vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/analisis-de-materiales/index.md,/ia-educacion/productos-de-aprendizaje/analisis-de-materiales/,Análisis de materiales con IAG,page,ia-educacion,731,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,8,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,sin-visual,conservar-y-normalizar-familia,objetos-disciplinares-violeta,false,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/articulo/index.md,/ia-educacion/productos-de-aprendizaje/articulo/,Artículo con IAG,page,ia-educacion,1012,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,7,revision-dirigida,bloom-como-jerarquia-o-secuencia|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/diseno-de-sistemas/index.md,/ia-educacion/productos-de-aprendizaje/diseno-de-sistemas/,Diseño de sistemas con IAG,page,ia-educacion,694,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,8,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,sin-visual,conservar-y-normalizar-familia,objetos-disciplinares-violeta,false,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/ensayo/index.md,/ia-educacion/productos-de-aprendizaje/ensayo/,Ensayo con IA: evaluar el proceso de escritura,page,ia-educacion,3522,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,8,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,cocreacion-versiones-slider,auditar-y-mediar-h5p-existente,H5P ya gobernado,7,2,vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/entrevista/index.md,/ia-educacion/productos-de-aprendizaje/entrevista/,Entrevista con IAG,page,ia-educacion,858,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/integracion-de-sistemas/index.md,/ia-educacion/productos-de-aprendizaje/integracion-de-sistemas/,Integración de sistemas con IAG,page,ia-educacion,694,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,7,revision-dirigida,deteccion-de-ia-requiere-mediacion,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,sin-visual,conservar-y-normalizar-familia,objetos-disciplinares-violeta,false,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/mapa-conceptual/index.md,/ia-educacion/productos-de-aprendizaje/mapa-conceptual/,Mapa conceptual con IAG,page,ia-educacion,816,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia|deteccion-de-ia-requiere-mediacion,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/modelado-matematico/index.md,/ia-educacion/productos-de-aprendizaje/modelado-matematico/,Modelado matemático con IAG,page,ia-educacion,820,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/monografia/index.md,/ia-educacion/productos-de-aprendizaje/monografia/,Monografía con IAG,page,ia-educacion,976,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/nota/index.md,/ia-educacion/productos-de-aprendizaje/nota/,Nota con IAG,page,ia-educacion,804,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia|deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/presentacion/index.md,/ia-educacion/productos-de-aprendizaje/presentacion/,Presentación con IAG,page,ia-educacion,836,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,9,revision-dirigida,bloom-como-jerarquia-o-secuencia,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/prototipo/index.md,/ia-educacion/productos-de-aprendizaje/prototipo/,Prototipo con IAG,page,ia-educacion,811,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/analisis-de-casos/index.md,/ia-educacion/productos-de-aprendizaje/analisis-de-casos/,Análisis de casos con IAG,page,ia-educacion,1493,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,robusto-candidato,5,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/cronica/index.md,/ia-educacion/productos-de-aprendizaje/cronica/,Crónica con IAG,page,ia-educacion,932,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia|autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/investigacion-de-campo/index.md,/ia-educacion/productos-de-aprendizaje/investigacion-de-campo/,Investigación de campo con IAG,page,ia-educacion,914,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/proyecto/index.md,/ia-educacion/productos-de-aprendizaje/proyecto/,Proyecto con IAG,page,ia-educacion,887,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,robusto-candidato,5,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/reporte-tecnico/index.md,/ia-educacion/productos-de-aprendizaje/reporte-tecnico/,Reporte técnico con IAG,page,ia-educacion,846,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,7,revision-dirigida,bloom-como-jerarquia-o-secuencia|deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/resena/index.md,/ia-educacion/productos-de-aprendizaje/resena/,Reseña con IAG,page,ia-educacion,856,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/analisis-economico/index.md,/ia-educacion/productos-de-aprendizaje/analisis-economico/,Análisis económico con IAG,page,ia-educacion,788,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,sin-visual,conservar-y-normalizar-familia,objetos-disciplinares-violeta,false,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/automatizacion-industrial/index.md,/ia-educacion/productos-de-aprendizaje/automatizacion-industrial/,Automatización industrial con IAG,page,ia-educacion,729,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,7,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,sin-visual,conservar-y-normalizar-familia,objetos-disciplinares-violeta,false,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/control-y-dinamica/index.md,/ia-educacion/productos-de-aprendizaje/control-y-dinamica/,Control y dinámica con IAG,page,ia-educacion,705,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,8,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,sin-visual,conservar-y-normalizar-familia,objetos-disciplinares-violeta,false,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/investigacion-aplicada/index.md,/ia-educacion/productos-de-aprendizaje/investigacion-aplicada/,Investigación aplicada con IAG,page,ia-educacion,785,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,sin-visual,conservar-y-normalizar-familia,objetos-disciplinares-violeta,false,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/metrologia/index.md,/ia-educacion/productos-de-aprendizaje/metrologia/,Metrología con IAG,page,ia-educacion,689,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,8,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,sin-visual,conservar-y-normalizar-familia,objetos-disciplinares-violeta,false,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/planos-tecnicos/index.md,/ia-educacion/productos-de-aprendizaje/planos-tecnicos/,Planos técnicos con IAG,page,ia-educacion,787,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,8,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,1,ia-educacion/productos-de-aprendizaje/circuitos-electricos/index.md,/ia-educacion/productos-de-aprendizaje/circuitos-electricos/,Circuitos eléctricos con IAG,page,ia-educacion,719,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,sin-visual,conservar-y-normalizar-familia,objetos-disciplinares-violeta,false,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
