lot,priority_score,path,route,title,kind,section,words,course_role,course_action,modules,audience_routes,narrative_status,narrative_signals,didactic_status,didactic_signals,consistency_band,review_flags,orientation_relations,explicit_orientation_reference,explicit_guide_reference,visual_status,visual_decision,visual_family,featured,svg_assets,accessible_svg,inline_images,missing_alt,current_h5p,interaction_candidate,interaction_technology,internal_links,cross_section_links,organization_needs
L2-apoyos-y-practicas,6,formacion-docente/diseno-inverso-cocreacion-ia/06-resultados-aprendizaje/index.md,/formacion-docente/diseno-inverso-cocreacion-ia/06-resultados-aprendizaje/,Formulación de resultados de aprendizaje observables,page,formacion-docente,2115,apoyo-candidato,revisar-en-fase-editorial,,profesorado,parcial,4,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia|deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,curso-l06-h5p-03,auditar-y-mediar-h5p-existente,H5P ya gobernado,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,6,formacion-docente/diseno-inverso-cocreacion-ia/07-evidencias-criterios/index.md,/formacion-docente/diseno-inverso-cocreacion-ia/07-evidencias-criterios/,Determinación de evidencias y criterios de calidad,page,formacion-docente,2342,apoyo-candidato,revisar-en-fase-editorial,,profesorado,parcial,4,robusto-candidato,7,revision-dirigida,bloom-como-jerarquia-o-secuencia|deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,curso-l07-h5p-03,auditar-y-mediar-h5p-existente,H5P ya gobernado,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,6,formacion-docente/diseno-inverso-cocreacion-ia/10-limitaciones-analisis/index.md,/formacion-docente/diseno-inverso-cocreacion-ia/10-limitaciones-analisis/,Limitaciones del análisis,page,formacion-docente,1856,apoyo-candidato,revisar-en-fase-editorial,,profesorado,robusto-candidato,5,robusto-candidato,8,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,curso-l10-h5p-03,auditar-y-mediar-h5p-existente,H5P ya gobernado,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,6,formacion-docente/diseno-inverso-cocreacion-ia/11-priorizar-intervenciones/index.md,/formacion-docente/diseno-inverso-cocreacion-ia/11-priorizar-intervenciones/,Priorizar intervenciones con evidencia,page,formacion-docente,1483,apoyo-candidato,revisar-en-fase-editorial,,profesorado,parcial,4,robusto-candidato,7,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,curso-l11-h5p-04,auditar-y-mediar-h5p-existente,H5P ya gobernado,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,6,formacion-docente/evaluacion-retroalimentacion/index.md,/formacion-docente/evaluacion-retroalimentacion/,Evaluación y retroalimentación en el aprendizaje activo,page,formacion-docente,1692,apoyo-candidato,reutilizar-con-ajustes,M5|M6,profesorado,parcial,4,robusto-candidato,8,revision-dirigida,deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,6,formacion-docente/formacion-continua/index.md,/formacion-docente/formacion-continua/,Formación continua,page,formacion-docente,466,apoyo-candidato,revisar-en-fase-editorial,M5,profesorado,parcial,3,parcial,5,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,comparador-de-versiones,H5P.ImageSlider o comparador HTML,3,2,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,6,formacion-docente/redes/index.md,/formacion-docente/redes/,Redes y comunidades,page,formacion-docente,514,apoyo-candidato,revisar-en-fase-editorial,M5,profesorado,parcial,2,parcial,4,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,2,1,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,6,formacion-docente/transformacion-pedagogica-digital/index.md,/formacion-docente/transformacion-pedagogica-digital/,La transformación pedagógica y digital en la UdeG,page,formacion-docente,1248,apoyo-candidato,revisar-en-fase-editorial,M5,profesorado,parcial,4,parcial,5,revision-dirigida,correspondencia-samr-bloom-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,2,0,,comparador-de-versiones,H5P.ImageSlider o comparador HTML,7,1,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,6,ia-educacion/etica-y-transparencia/marco-etico-ia-educacion-superior/index.md,/ia-educacion/etica-y-transparencia/marco-etico-ia-educacion-superior/,Cuatro criterios éticos para el uso de IA en educación superior,page,ia-educacion,2092,apoyo-candidato,reutilizar-con-ajustes,M2,comun,parcial,3,robusto-candidato,7,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,6,ia-educacion/practicas/declaracion-proporcional-uso/index.md,/ia-educacion/practicas/declaracion-proporcional-uso/,"Declara qué apoyo te dio la IA, con el detalle que la tarea merece",page,ia-educacion,899,banco-de-practicas,reutilizar-con-ajustes,,comun,parcial,3,robusto-candidato,7,revision-dirigida,deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,1,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,3,0,conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,6,recursos/articulos/selwyn-limites-ia-educacion/index.md,/recursos/articulos/selwyn-limites-ia-educacion/,On the limits of artificial intelligence (AI) in education — Selwyn,page,recursos,398,apoyo-candidato,reutilizar-con-ajustes,M4,comun,parcial,3,parcial,3,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,comparador-de-versiones,H5P.ImageSlider o comparador HTML,3,3,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,formacion-docente/diseno-inverso-cocreacion-ia/02-introduccion-diseno-inverso/index.md,/formacion-docente/diseno-inverso-cocreacion-ia/02-introduccion-diseno-inverso/,Introducción al diseño inverso,page,formacion-docente,1371,apoyo-candidato,revisar-en-fase-editorial,,profesorado,robusto-candidato,5,robusto-candidato,8,revision-dirigida,deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,1,1,0,0,curso-l02-h5p-02,auditar-y-mediar-h5p-existente,H5P ya gobernado,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,ia-educacion/etica-y-transparencia/costos-ecologicos-proporcionalidad/index.md,/ia-educacion/etica-y-transparencia/costos-ecologicos-proporcionalidad/,Costos ecológicos de la IA y el criterio de proporcionalidad,page,ia-educacion,1314,apoyo-candidato,revisar-en-fase-editorial,M2,comun,parcial,3,parcial,5,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,1,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,5,2,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,ia-educacion/etica-y-transparencia/plagio-autenticidad-era-ia/index.md,/ia-educacion/etica-y-transparencia/plagio-autenticidad-era-ia/,Plagio y autenticidad académica en la era de la IA,page,ia-educacion,1617,apoyo-candidato,reutilizar-con-ajustes,M2|M4,comun,parcial,4,robusto-candidato,8,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,ia-educacion/etica-y-transparencia/sesgos-algoritmicos-equidad/index.md,/ia-educacion/etica-y-transparencia/sesgos-algoritmicos-equidad/,Sesgos algorítmicos y equidad educativa,page,ia-educacion,1915,apoyo-candidato,reutilizar-con-ajustes,M2,comun,parcial,4,robusto-candidato,7,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,ia-educacion/etica-y-transparencia/transparencia-algoritmica-aula/index.md,/ia-educacion/etica-y-transparencia/transparencia-algoritmica-aula/,Transparencia algorítmica en el aula: prácticas concretas,page,ia-educacion,877,apoyo-candidato,reutilizar-con-ajustes,M2,comun,parcial,3,parcial,6,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,5,1,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,ia-educacion/guias/aprendizaje-activo-con-ia/index.md,/ia-educacion/guias/aprendizaje-activo-con-ia/,"Diseña una actividad de aprendizaje activo donde la IA pregunte, no resuelva",page,ia-educacion,1540,banco-de-practicas,revisar-contra-bloom-e-icap,M5,profesorado,parcial,4,parcial,6,revision-dirigida,bloom-como-jerarquia-o-secuencia,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,figura-gobernada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,2,2,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,4,2,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,ia-educacion/guias/evaluacion-formativa-ia/index.md,/ia-educacion/guias/evaluacion-formativa-ia/,Añade a una tarea tuya un ciclo de retroalimentación con IA que puedas revisar,page,ia-educacion,2831,apoyo-candidato,reutilizar-con-ajustes,M1|M5|M6,profesorado,parcial,4,robusto-candidato,7,revision-dirigida,bloom-como-jerarquia-o-secuencia|deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,figura-gobernada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,2,2,0,0,evidencias-proceso-proporcion|evaluacion-proceso-decision,auditar-y-mediar-h5p-existente,H5P ya gobernado,5,2,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,ia-educacion/guias/integracion-curricular-ia/index.md,/ia-educacion/guias/integracion-curricular-ia/,Integra la IA en un programa que ya existe: cinco pasos sin reescribir el plan de estudios,page,ia-educacion,1431,apoyo-candidato,reutilizar-con-ajustes,M5,profesorado,parcial,4,parcial,6,revision-dirigida,bloom-como-jerarquia-o-secuencia|deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,2,2,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,9,4,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,ia-educacion/guias/lineamientos-eticos-ia/index.md,/ia-educacion/guias/lineamientos-eticos-ia/,Veinte sugerencias prácticas para el uso ético de IA en educación superior,page,ia-educacion,1969,apoyo-candidato,reutilizar-con-ajustes,M2|M4,comun,parcial,4,robusto-candidato,7,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,figura-gobernada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,2,2,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,10,3,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,ia-educacion/investigacion/index.md,/ia-educacion/investigacion/,Investigar con IA sin perder el rigor,page,ia-educacion,309,apoyo-candidato,revisar-en-fase-editorial,,comun,parcial,2,parcial,6,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,sin-visual,evaluar-si-necesita-portada,sin-featured-local,false,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,ia-educacion/practicas/bitacora-cocreacion/index.md,/ia-educacion/practicas/bitacora-cocreacion/,Anota en una bitácora breve qué cambió con la IA y por qué,page,ia-educacion,551,banco-de-practicas,reutilizar-con-ajustes,,comun,parcial,4,parcial,6,revision-dirigida,deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,sin-visual,evaluar-si-necesita-portada,sin-featured-local,false,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,laboratorio/practicas/abp-con-ia/index.md,/laboratorio/practicas/abp-con-ia/,Adapta a tu materia un proyecto de 14 semanas con IA como interlocutor,page,laboratorio,1508,banco-de-practicas,revisar-contra-bloom-e-icap,M5|M6,profesorado,parcial,4,robusto-candidato,7,revision-dirigida,deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,5,laboratorio/practicas/analisis-critico-de-sesgos-en-ia/index.md,/laboratorio/practicas/analisis-critico-de-sesgos-en-ia/,Haz que tu grupo audite los sesgos de tres modelos de IA con un mismo prompt,page,laboratorio,594,banco-de-practicas,revisar-contra-bloom-e-icap,M5|M6,profesorado,parcial,2,parcial,5,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,4,formacion-docente/diseno-inverso-cocreacion-ia/08-secuencias-activas-hibridas/index.md,/formacion-docente/diseno-inverso-cocreacion-ia/08-secuencias-activas-hibridas/,Diseño de secuencias activas e híbridas,page,formacion-docente,1543,apoyo-candidato,revisar-en-fase-editorial,,profesorado,parcial,4,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,curso-l08-h5p-03,auditar-y-mediar-h5p-existente,H5P ya gobernado,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,4,formacion-docente/syllabus-portafolio/index.md,/formacion-docente/syllabus-portafolio/,El syllabus y el portafolio de docencia,page,formacion-docente,1052,apoyo-candidato,reutilizar-con-ajustes,M6,profesorado,parcial,4,robusto-candidato,8,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,4,ia-educacion/guias/aprendizaje-rizomatico-ia/index.md,/ia-educacion/guias/aprendizaje-rizomatico-ia/,Cuándo dejar que cada estudiante trace su propia ruta: aprendizaje rizomático con IA,page,ia-educacion,1185,apoyo-candidato,revisar-en-fase-editorial,M3|M4|M5|M6,estudiantado|profesorado,robusto-candidato,5,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,4,1,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,4,ia-educacion/guias/estudiantes/index.md,/ia-educacion/guias/estudiantes/,Antes de entregar: decide qué hacer con los cambios que te proponen,page,ia-educacion,528,banco-de-practicas,reutilizar-con-ajustes,,estudiantado,robusto-candidato,5,parcial,5,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,3,1,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,4,ia-educacion/practicas/comprobar-afirmacion/index.md,/ia-educacion/practicas/comprobar-afirmacion/,Comprueba la afirmación que cambia tu decisión,page,ia-educacion,421,banco-de-practicas,reutilizar-con-ajustes,,comun,parcial,3,parcial,6,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,sin-visual,evaluar-si-necesita-portada,sin-featured-local,false,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,4,laboratorio/practicas/evaluacion-formativa-asistida-ia/index.md,/laboratorio/practicas/evaluacion-formativa-asistida-ia/,Monta un portafolio de tres versiones donde la IA comenta y el estudiante decide,page,laboratorio,1536,banco-de-practicas,revisar-contra-bloom-e-icap,M5|M6,profesorado,parcial,3,robusto-candidato,8,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,3,3,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,3,formacion-docente/etica-profesional-docente-ia/index.md,/formacion-docente/etica-profesional-docente-ia/,La dimensión ética del trabajo docente con IA,page,formacion-docente,1230,apoyo-candidato,conservar-como-profundizacion,,profesorado,parcial,4,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,1,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,9,7,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,3,ia-educacion/guias/abp-con-ia/index.md,/ia-educacion/guias/abp-con-ia/,Rediseña tu proyecto de semestre (ABP) fase por fase: dónde entra la IA y qué entrega el estudiante,page,ia-educacion,1521,banco-de-practicas,revisar-contra-bloom-e-icap,M5|M6,profesorado,parcial,4,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,3,1,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,3,ia-educacion/guias/aprendizaje-hibrido-activo-disenar-actividad/index.md,/ia-educacion/guias/aprendizaje-hibrido-activo-disenar-actividad/,"Aprendizaje híbrido y activo: Diseñar una actividad, paso a paso",page,ia-educacion,4,banco-de-practicas,reutilizar-con-ajustes,,profesorado,parcial,4,parcial,6,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,comparador-de-versiones,H5P.ImageSlider o comparador HTML,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,3,ia-educacion/guias/profesorado/index.md,/ia-educacion/guias/profesorado/,"Revisa una actividad tuya: lo que pides, lo que practican y lo que entregan",page,ia-educacion,916,banco-de-practicas,reutilizar-con-ajustes,,profesorado,robusto-candidato,5,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,5,2,vincular-orientaciones|vincular-guia-por-audiencia
L2-apoyos-y-practicas,3,laboratorio/practicas/aula-invertida/index.md,/laboratorio/practicas/aula-invertida/,Arma una semana de tu materia con el ciclo del aula invertida,page,laboratorio,1247,banco-de-practicas,revisar-contra-bloom-e-icap,M5|M6,profesorado,parcial,4,robusto-candidato,8,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,2,0,,comparador-de-versiones,H5P.ImageSlider o comparador HTML,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
