path,route,kind,section,title,date,words,heading_count,external_url_count,citation_signals,reference_heading,internal_link_count,broken_internal_links,featured,local_asset_count,inline_image_count,svg_count,table_count,mermaid_count,chart_count,h5p_count,iframe_count,decision,needs,tags,categories,areas
ia-educacion/productos-de-aprendizaje/analisis-economico/index.md,/ia-educacion/productos-de-aprendizaje/analisis-economico/,page,ia-educacion,Análisis económico con IAG,2026-05-11,803,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-5|rubrica-iag|profesionales|cognitivas|análisis-económico|evaluación-financiera,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/articulo/index.md,/ia-educacion/productos-de-aprendizaje/articulo/,page,ia-educacion,Artículo con IAG,2026-05-11,1027,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama|interaccion-candidata,producto-aprendizaje|bloom-5|rubrica-iag|investigación|comunicación|cognitivas|artículo|publicación-académica,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/automatizacion-industrial/index.md,/ia-educacion/productos-de-aprendizaje/automatizacion-industrial/,page,ia-educacion,Automatización industrial con IAG,2026-05-11,744,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-6|rubrica-iag|ingeniería|innovación|automatización|control-industrial,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/circuitos-electricos/index.md,/ia-educacion/productos-de-aprendizaje/circuitos-electricos/,page,ia-educacion,Circuitos eléctricos con IAG,2026-05-11,734,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-3|rubrica-iag|ingeniería|circuitos|análisis-eléctrico,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/control-y-dinamica/index.md,/ia-educacion/productos-de-aprendizaje/control-y-dinamica/,page,ia-educacion,Control y dinámica con IAG,2026-05-11,720,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-4|rubrica-iag|ingeniería|cognitivas|control|dinámica|robustez,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/cronica/index.md,/ia-educacion/productos-de-aprendizaje/cronica/,page,ia-educacion,Crónica con IAG,2026-05-11,947,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama|interaccion-candidata,producto-aprendizaje|bloom-6|rubrica-iag|comunicación|innovación|crónica|narrativa|voz-autoral,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/diseno-de-sistemas/index.md,/ia-educacion/productos-de-aprendizaje/diseno-de-sistemas/,page,ia-educacion,Diseño de sistemas con IAG,2026-05-11,709,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-6|rubrica-iag|ingeniería|innovación|diseño-de-sistemas|arquitectura,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/ensayo/index.md,/ia-educacion/productos-de-aprendizaje/ensayo/,page,ia-educacion,Ensayo con IA: evaluar el proceso de escritura,2026-05-11,3374,21,8,0,false,7,,true,1,0,0,9,1,0,1,0,dividir,fallback-verificar,producto-aprendizaje|bloom-5|evaluación-procesos|cognitivas|comunicación|argumentación|ensayo|IA generativa,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/entrevista/index.md,/ia-educacion/productos-de-aprendizaje/entrevista/,page,ia-educacion,Entrevista con IAG,2026-05-11,873,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-3|rubrica-iag|investigación|comunicación|entrevista|metodología-cualitativa,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/gestion-industrial/index.md,/ia-educacion/productos-de-aprendizaje/gestion-industrial/,page,ia-educacion,Gestión industrial con IAG,2026-05-11,733,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-5|rubrica-iag|profesionales|ingeniería|gestión|mejora-continua,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/integracion-de-sistemas/index.md,/ia-educacion/productos-de-aprendizaje/integracion-de-sistemas/,page,ia-educacion,Integración de sistemas con IAG,2026-05-11,709,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-6|rubrica-iag|ingeniería|innovación|integración|interfaces,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/investigacion-aplicada/index.md,/ia-educacion/productos-de-aprendizaje/investigacion-aplicada/,page,ia-educacion,Investigación aplicada con IAG,2026-05-11,800,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-5|rubrica-iag|investigación|ingeniería|investigación-aplicada|transferencia,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/investigacion-de-campo/index.md,/ia-educacion/productos-de-aprendizaje/investigacion-de-campo/,page,ia-educacion,Investigación de campo con IAG,2026-05-11,929,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama|interaccion-candidata,producto-aprendizaje|bloom-4|rubrica-iag|investigación|metodología|trabajo-de-campo,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/mapa-conceptual/index.md,/ia-educacion/productos-de-aprendizaje/mapa-conceptual/,page,ia-educacion,Mapa conceptual con IAG,2026-05-11,831,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-4|rubrica-iag|cognitivas|mapa-conceptual|pensamiento-sistémico,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/metrologia/index.md,/ia-educacion/productos-de-aprendizaje/metrologia/,page,ia-educacion,Metrología con IAG,2026-05-11,704,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-4|rubrica-iag|ingeniería|metrología|incertidumbre|calidad,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/modelado-matematico/index.md,/ia-educacion/productos-de-aprendizaje/modelado-matematico/,page,ia-educacion,Modelado matemático con IAG,2026-05-11,835,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-4|rubrica-iag|ingeniería|cognitivas|modelado|matemática-aplicada,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/monografia/index.md,/ia-educacion/productos-de-aprendizaje/monografia/,page,ia-educacion,Monografía con IAG,2026-05-11,991,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama|interaccion-candidata,producto-aprendizaje|bloom-4|rubrica-iag|investigación|cognitivas|comunicación|monografia,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/nota/index.md,/ia-educacion/productos-de-aprendizaje/nota/,page,ia-educacion,Nota con IAG,2026-05-11,819,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-2|rubrica-iag|comunicación|cognitivas|nota|redacción-informativa,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/planos-tecnicos/index.md,/ia-educacion/productos-de-aprendizaje/planos-tecnicos/,page,ia-educacion,Planos técnicos con IAG,2026-05-11,802,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-4|rubrica-iag|ingeniería|planos|dibujo-técnico|normalización,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/presentacion/index.md,/ia-educacion/productos-de-aprendizaje/presentacion/,page,ia-educacion,Presentación con IAG,2026-05-11,851,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-6|rubrica-iag|comunicación|presentación|oratoria,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/programacion/index.md,/ia-educacion/productos-de-aprendizaje/programacion/,page,ia-educacion,Programación con IAG,2026-05-11,914,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama|interaccion-candidata,producto-aprendizaje|bloom-3|rubrica-iag|ingeniería|cognitivas|programación|depuración,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/prototipo/index.md,/ia-educacion/productos-de-aprendizaje/prototipo/,page,ia-educacion,Prototipo con IAG,2026-05-11,826,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-6|rubrica-iag|innovación|ingeniería|prototipado|diseño,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/proyecto/index.md,/ia-educacion/productos-de-aprendizaje/proyecto/,page,ia-educacion,Proyecto con IAG,2026-05-11,903,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama|interaccion-candidata,producto-aprendizaje|bloom-6|rubrica-iag|profesionales|innovación|abp|proyecto,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/reporte-tecnico/index.md,/ia-educacion/productos-de-aprendizaje/reporte-tecnico/,page,ia-educacion,Reporte técnico con IAG,2026-05-11,861,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-3|rubrica-iag|comunicación|ingeniería|redacción-técnica,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/resena/index.md,/ia-educacion/productos-de-aprendizaje/resena/,page,ia-educacion,Reseña con IAG,2026-05-11,871,9,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-5|rubrica-iag|cognitivas|comunicación|reseña|crítica,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/que-es-la-educacion-digital/index.md,/ia-educacion/que-es-la-educacion-digital/,page,ia-educacion,¿Qué es la educación digital?,2026-04-03,2162,7,0,0,false,0,,true,1,1,0,2,2,0,0,0,actualizar,interaccion-candidata,Educación digital|Taxonomía|Aprendizaje híbrido|Blended learning|E-learning|Diseño instruccional,concepto|modalidad-educativa,ia|digital|pedagogia
ia-educacion/rutas/_index.md,/ia-educacion/rutas/,section,ia-educacion,Rutas por responsabilidad,,247,2,0,0,false,6,,false,0,0,0,1,0,0,0,0,actualizar,,,,ia|pedagogia|formacion
ia-educacion/rutas/coordinacion-academica/index.md,/ia-educacion/rutas/coordinacion-academica/,page,ia-educacion,Coordinar la IA en los procesos docentes,2026-07-27,1686,15,0,0,false,10,,true,4,1,3,2,0,0,0,0,actualizar,interaccion-candidata,coordinación académica|procesos docentes|integración curricular|formación docente|evaluación|SEMS,ruta-de-aprendizaje,ia|pedagogia|formacion
ia-educacion/rutas/decision-institucional-ia/index.md,/ia-educacion/rutas/decision-institucional-ia/,page,ia-educacion,Decidir institucionalmente sobre IA en la docencia,2026-07-28,1664,11,0,0,false,5,,true,4,1,3,3,0,0,0,0,actualizar,interaccion-candidata,gobernanza institucional|estrategia universitaria|inteligencia artificial|soberanía tecnológica|formación docente|evaluación,marco-ejecutivo,ia|pedagogia|digital|formacion
ia-educacion/tendencias/_index.md,/ia-educacion/tendencias/,section,ia-educacion,Tendencias y políticas,,217,3,0,0,false,2,,true,1,0,0,0,0,0,0,0,actualizar,,,,ia
ia-educacion/tendencias/evaluacion-en-la-era-ia/index.md,/ia-educacion/tendencias/evaluacion-en-la-era-ia/,page,ia-educacion,"Regar las plantas, no solo construir cercas: repensar la evaluación en la era de la IA",2026-03-18,946,4,3,0,false,0,,true,3,0,2,1,0,0,0,0,conservar,interaccion-candidata,evaluación|integridad académica|IA generativa|políticas|tendencias,tendencia,ia|evaluacion|pedagogia
ia-educacion/tendencias/ia-tutorias-mentoria/index.md,/ia-educacion/tendencias/ia-tutorias-mentoria/,page,ia-educacion,IA en tutorías y mentoría estudiantil,2026-04-26,1179,7,4,0,false,3,,true,1,0,0,0,0,0,0,0,conservar,svg-diagrama|tabla-sintesis|interaccion-candidata,tutoría inteligente|mentoría|tutor inteligente|evidencia,tendencia,ia|pedagogia|formacion
ia-educacion/tendencias/personalizacion-aprendizaje/index.md,/ia-educacion/tendencias/personalizacion-aprendizaje/,page,ia-educacion,IA generativa y personalización del aprendizaje,2026-04-26,917,9,4,2,false,3,,true,1,0,0,0,0,0,0,0,conservar,svg-diagrama|tabla-sintesis|interaccion-candidata|procedencia,personalización|tutor inteligente|evidencia|agencia del aprendiz,tendencia,ia|pedagogia
ia-educacion/tendencias/politicas-institucionales-universidades/index.md,/ia-educacion/tendencias/politicas-institucionales-universidades/,page,ia-educacion,Políticas institucionales de IA en universidades,2026-04-26,1166,10,4,3,false,5,,true,3,0,2,1,0,0,0,0,conservar,interaccion-candidata|procedencia,políticas institucionales|comparativo internacional|Russell Group|Harvard|gobernanza,tendencia,ia|etica
laboratorio/_index.md,/laboratorio/,section,laboratorio,Laboratorio de innovación docente,,164,1,0,0,false,3,,true,1,0,0,0,0,0,0,0,actualizar,,,,
laboratorio/h5p-runtime/index.md,/laboratorio/h5p-runtime/,page,laboratorio,Laboratorio técnico del runtime H5P,2026-07-26,226,4,0,0,false,0,,false,0,0,0,0,0,0,2,0,fusionar-o-ampliar,featured|fallback-verificar,h5p|laboratorio|accesibilidad,,
laboratorio/integracion-ia/_index.md,/laboratorio/integracion-ia/,section,laboratorio,Integración de IA en los aprendizajes,2026-04-26,206,2,1,0,false,1,,true,1,0,0,0,0,0,0,0,actualizar,,,,ia|pedagogia|digital
laboratorio/integracion-ia/flujos-trabajo-docente-ia/index.md,/laboratorio/integracion-ia/flujos-trabajo-docente-ia/,page,laboratorio,Flujos de trabajo docente con IA,2026-04-26,1161,6,1,0,false,8,,true,1,0,0,0,3,0,0,0,actualizar,tabla-sintesis|interaccion-candidata,flujos de trabajo|Mermaid|diagramas|procesos docentes|protocolos,guia,ia|pedagogia|digital
laboratorio/practicas/_index.md,/laboratorio/practicas/,section,laboratorio,Prácticas pedagógicas,,395,3,0,0,false,6,,true,1,0,0,1,0,0,0,0,actualizar,,,,
laboratorio/practicas/abp-con-ia/index.md,/laboratorio/practicas/abp-con-ia/,page,laboratorio,Plantilla de proyecto ABP con IA para 14 semanas,2026-04-14,1267,10,2,0,true,0,,true,1,0,0,2,0,0,0,0,conservar,svg-diagrama|interaccion-candidata,ABP|proyecto colaborativo|IA generativa|trabajo en equipo|Gemini|Claude|licenciatura|híbrida,practica-pedagogica,ia|pedagogia
laboratorio/practicas/analisis-critico-de-sesgos-en-ia/index.md,/laboratorio/practicas/analisis-critico-de-sesgos-en-ia/,page,laboratorio,Análisis crítico de sesgos en la IA,2026-03-15,405,6,1,0,true,0,,true,1,0,0,1,0,0,0,0,actualizar,,pensamiento crítico|ética|sesgos|alfabetización digital|ChatGPT|Gemini|Claude|Licenciatura|Híbrida,practica-pedagogica,ia|pedagogia
laboratorio/practicas/aula-invertida/index.md,/laboratorio/practicas/aula-invertida/,page,laboratorio,Aula invertida (flipped classroom),2026-04-06,967,7,0,2,true,0,,true,2,2,0,2,0,0,0,0,conservar,svg-diagrama|interaccion-candidata,flipped-classroom|aula-invertida|aprendizaje-activo|aprendizaje-hibrido|ejercicios-interactivos,practica-pedagogica,pedagogia|formacion
laboratorio/practicas/debate-socratico-con-ia/index.md,/laboratorio/practicas/debate-socratico-con-ia/,page,laboratorio,Actividad propuesta: preparar un debate socrático con IA,2026-03-01,969,10,0,0,true,0,,true,1,0,0,1,0,0,0,0,conservar,svg-diagrama|interaccion-candidata,argumentación|debate|pensamiento crítico|Gemini|Claude|Licenciatura|Presencial|Rúbrica analítica,practica-pedagogica,ia|pedagogia
laboratorio/practicas/evaluacion-formativa-asistida-ia/index.md,/laboratorio/practicas/evaluacion-formativa-asistida-ia/,page,laboratorio,Actividad propuesta: portafolio iterativo con retroalimentación de IA,2026-04-14,1393,10,2,0,true,3,,true,1,0,0,3,0,0,0,0,conservar,svg-diagrama|interaccion-candidata,evaluación formativa|portafolios|retroalimentación iterativa|Claude|Gemini|licenciatura|híbrida|rúbrica,practica-pedagogica,ia|evaluacion|pedagogia
licencia/index.md,/licencia/,page,licencia,Licencia del sitio,2026-05-11,473,12,6,0,true,1,,false,0,3,0,0,0,0,0,0,actualizar,featured,,,
observatorio/_index.md,/observatorio/,section,observatorio,Observatorio de IA y pedagogía digital,,156,0,0,0,false,3,,true,1,0,0,0,0,0,0,0,actualizar,,,,
observatorio/documentacion/_index.md,/observatorio/documentacion/,section,observatorio,Documentación y seguimiento,2026-04-26,166,1,0,0,false,2,,true,1,0,0,0,0,0,0,0,actualizar,,,,ia|pedagogia|digital
observatorio/documentacion/monitoreo-herramientas-emergentes/index.md,/observatorio/documentacion/monitoreo-herramientas-emergentes/,page,observatorio,Monitoreo de herramientas IA emergentes en educación,2026-04-26,817,10,1,0,true,5,,true,1,0,0,1,0,0,0,0,conservar,svg-diagrama,monitoreo|herramientas emergentes|vigilancia tecnológica|evaluación rápida,recurso-institucional,ia|digital|evaluacion
observatorio/documentacion/monitoreo-publicaciones-ia-educativa/index.md,/observatorio/documentacion/monitoreo-publicaciones-ia-educativa/,page,observatorio,Monitoreo de publicaciones sobre IA educativa,2026-04-26,787,8,2,0,true,4,,true,1,0,0,4,0,0,0,0,conservar,svg-diagrama,monitoreo|publicaciones|revistas académicas|vigilancia tecnológica,recurso-institucional,ia|pedagogia
observatorio/documentacion/redes-investigacion-vinculacion/index.md,/observatorio/documentacion/redes-investigacion-vinculacion/,page,observatorio,Redes de investigación y vinculación academia-industria,2026-04-26,885,18,8,0,true,4,,true,1,0,0,1,0,0,0,0,conservar,svg-diagrama,redes investigación|vinculación|academia industria|consorcios,recurso-institucional,ia|formacion
observatorio/estudios/_index.md,/observatorio/estudios/,section,observatorio,"Estudios, encuestas y hallazgos",,303,4,0,1,false,3,,true,1,0,0,0,0,0,0,0,actualizar,procedencia,,,
observatorio/estudios/creatividad-humana-ia/index.md,/observatorio/estudios/creatividad-humana-ia/,page,observatorio,Creatividad humana e inteligencia artificial: Más allá del antropocentrismo,2026-04-12,518,4,0,5,true,3,,true,2,1,0,0,0,0,0,0,actualizar,svg-diagrama,creatividad|autoría|ética|arte generativo,estudio,ia|evaluacion
observatorio/estudios/crisis-revision-pares-ia/index.md,/observatorio/estudios/crisis-revision-pares-ia/,page,observatorio,"Más, no mejor: IA, incentivos y la crisis emergente de la revisión por pares",2026-05-13,1300,13,1,2,true,4,,true,1,0,0,0,0,0,0,0,conservar,svg-diagrama|tabla-sintesis|interaccion-candidata,revisión por pares|publicación académica|incentivos|calidad científica|evaluación,estudio,ia|evaluacion
observatorio/estudios/encuesta-dec-2026/index.md,/observatorio/estudios/encuesta-dec-2026/,page,observatorio,Encuesta DEC 2026 — IA en educación superior,2026-02-06,566,5,1,0,false,1,,true,1,0,0,0,0,0,0,0,actualizar,svg-diagrama,,,ia|evaluacion|digital
observatorio/estudios/habitar-ia-simondon/index.md,/observatorio/estudios/habitar-ia-simondon/,page,observatorio,"Habitar la IA: técnica, cultura y aprendizaje con Simondon",2026-04-22,2207,8,0,6,false,6,,true,4,0,3,0,0,0,0,0,actualizar,tabla-sintesis|interaccion-candidata|procedencia,filosofía de la técnica|cultura digital|mundoambiente|pensamiento crítico|Simondon,estudio,ia|pedagogia|digital
observatorio/estudios/paradoja-descarga-cognitiva/index.md,/observatorio/estudios/paradoja-descarga-cognitiva/,page,observatorio,La paradoja de la descarga cognitiva en el aprendizaje,2026-04-19,1415,5,6,8,true,3,,true,3,0,2,1,0,0,0,0,conservar,interaccion-candidata,cognición|aprendizaje|carga cognitiva|evaluación,estudio,ia
observatorio/guias/_index.md,/observatorio/guias/,section,observatorio,Guías metodológicas,2026-04-26,155,3,0,0,false,1,,true,1,0,0,0,0,0,0,0,actualizar,,,,ia|pedagogia|evaluacion
observatorio/guias/documentacion-buenas-practicas-ia/index.md,/observatorio/guias/documentacion-buenas-practicas-ia/,page,observatorio,Documentación de buenas prácticas con IA,2026-04-26,792,8,1,0,true,6,,true,1,0,0,1,0,0,0,0,conservar,svg-diagrama,documentación|buenas prácticas|metodología|plantilla,guia,pedagogia|ia|evaluacion
observatorio/guias/evaluacion-herramientas-ia-educativas/index.md,/observatorio/guias/evaluacion-herramientas-ia-educativas/,page,observatorio,Evaluación de herramientas IA educativas: criterios y matriz,2026-04-26,1147,12,2,0,true,3,,true,1,0,0,6,0,0,0,0,conservar,svg-diagrama|interaccion-candidata,evaluación de herramientas|rúbrica institucional|adopción|comité académico,guia,ia|evaluacion|etica
recursos/_index.md,/recursos/,section,recursos,Recursos y herramientas,,164,1,0,0,false,7,,true,1,0,0,0,0,0,0,0,actualizar,,,,
recursos/articulos/_index.md,/recursos/articulos/,section,recursos,Artículos y documentos,,357,3,0,0,false,5,,true,1,0,0,0,0,0,0,0,actualizar,,,,
recursos/articulos/autenticidad-evaluacion-ajjawi-bearman/index.md,/recursos/articulos/autenticidad-evaluacion-ajjawi-bearman/,page,recursos,"From authentic assessment to authenticity in assessment: Broadening perspectives — Ajjawi, Bearman et al.",2026-06-17,479,4,3,0,false,2,,false,0,0,0,0,0,0,0,0,actualizar,featured,evaluación auténtica|diseño de evaluación|IA generativa|educación superior,articulo,ia|evaluacion
recursos/articulos/cormier-rhizomatic-education/index.md,/recursos/articulos/cormier-rhizomatic-education/,page,recursos,Rhizomatic education: community as curriculum — Cormier,2026-04-26,366,3,0,0,false,3,,true,1,0,0,0,0,0,0,0,actualizar,,rizoma|Cormier|Deleuze|currículo abierto|comunidad de aprendizaje,articulo,pedagogia|digital
recursos/articulos/genai-feedback-engagement-2025/index.md,/recursos/articulos/genai-feedback-engagement-2025/,page,recursos,Generative AI as an enabler of student feedback engagement,2026-04-26,565,6,2,0,false,2,,true,1,0,0,0,0,0,0,0,actualizar,svg-diagrama,evaluación formativa|retroalimentación|feedback literacy|autorregulación|IA generativa,articulo,evaluacion|ia|pedagogia
recursos/articulos/guias-iagen-evaluacion-unam/index.md,/recursos/articulos/guias-iagen-evaluacion-unam/,page,recursos,"Tres guías UNAM sobre IA generativa en evaluación: bachillerato, licenciatura y posgrado",2026-04-30,955,14,3,0,false,6,,true,4,0,1,0,0,0,0,3,conservar,tabla-sintesis|interaccion-candidata,UNAM|IA generativa|evaluación|guía institucional|bachillerato|licenciatura|posgrado|ética,articulo,ia|evaluacion|pedagogia|formacion
recursos/articulos/next-era-assessment-dec/index.md,/recursos/articulos/next-era-assessment-dec/,page,recursos,The Next Era of Assessment: A Global Review of AI in Assessment Design — Digital Education Council,2026-06-17,503,5,1,0,false,3,,true,1,0,0,0,0,0,0,0,actualizar,svg-diagrama,diseño de evaluación|IA generativa|educación superior|evaluación resiliente,articulo,ia|evaluacion
recursos/articulos/partnerships-pedagogicos-ia-wang-zhang/index.md,/recursos/articulos/partnerships-pedagogicos-ia-wang-zhang/,page,recursos,Alianzas pedagógicas con IA generativa — Wang & Zhang (2026),2026-05-05,1087,11,1,0,false,1,,true,1,0,0,0,0,0,0,0,actualizar,svg-diagrama|tabla-sintesis|interaccion-candidata,,articulo,ia|pedagogia
recursos/articulos/selwyn-limites-ia-educacion/index.md,/recursos/articulos/selwyn-limites-ia-educacion/,page,recursos,On the limits of artificial intelligence (AI) in education — Selwyn,2026-04-26,398,3,0,0,false,3,,true,1,0,0,0,0,0,0,0,actualizar,,pedagogía crítica|Selwyn|límites IA|ecología|equidad,articulo,ia|etica|pedagogia
recursos/catalogo-herramientas-ia/index.md,/recursos/catalogo-herramientas-ia/,page,recursos,Catálogo de herramientas IA para educación universitaria,2026-04-22,1768,17,5,1,true,0,,true,1,0,0,1,1,0,0,0,conservar,interaccion-candidata,catalogo-herramientas|ia-generativa|claude|gemini|deepseek|privacidad,recurso-institucional,ia|formacion|digital
recursos/comparativa-llm-pedagogica/index.md,/recursos/comparativa-llm-pedagogica/,page,recursos,Comparativa pedagógica de LLMs: qué usar para qué tarea,2026-04-26,882,13,2,1,true,5,,true,1,0,0,1,0,0,0,0,conservar,svg-diagrama,LLM|comparativa pedagógica|selección de herramientas|tareas docentes,recurso-institucional,ia|pedagogia|formacion
recursos/glosario/_index.md,/recursos/glosario/,section,recursos,Glosario de términos,2026-04-26,314,2,0,0,false,1,,true,1,0,0,0,0,0,0,0,actualizar,,,,pedagogia|ia|digital
recursos/glosario/agenciamiento-persona-ia/index.md,/recursos/glosario/agenciamiento-persona-ia/,page,recursos,Agenciamiento persona-IA,2026-08-30,163,0,0,0,false,5,,true,1,0,1,0,0,0,0,0,fusionar-o-ampliar,,agenciamiento|Deleuze|Guattari|co-creación,concepto,ia|pedagogia
recursos/glosario/agentes-de-ia/index.md,/recursos/glosario/agentes-de-ia/,page,recursos,Agentes de IA,2026-04-19,214,0,1,0,false,3,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,tecnología|tendencias,concepto,ia
recursos/glosario/alfabetizacion-ia/index.md,/recursos/glosario/alfabetizacion-ia/,page,recursos,Alfabetización en IA,2026-04-19,182,0,0,0,false,5,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,alfabetización en IA|alfabetización digital,concepto,ia|digital|formacion
recursos/glosario/aprendizaje-activo/index.md,/recursos/glosario/aprendizaje-activo/,page,recursos,Aprendizaje activo,2026-04-19,180,1,1,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,aprendizaje-activo|aprendizaje|cognición,concepto,pedagogia
recursos/glosario/aprendizaje-basado-en-problemas/index.md,/recursos/glosario/aprendizaje-basado-en-problemas/,page,recursos,Aprendizaje basado en problemas,2026-04-19,98,0,0,0,false,1,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,aprendizaje|evaluación auténtica,metodologia,pedagogia
recursos/glosario/aprendizaje-digital/index.md,/recursos/glosario/aprendizaje-digital/,page,recursos,Aprendizaje digital,2026-04-19,177,0,1,0,false,1,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,educación digital|tecnología,concepto,digital|pedagogia
recursos/glosario/aprendizaje-hibrido/index.md,/recursos/glosario/aprendizaje-hibrido/,page,recursos,Aprendizaje híbrido,2026-04-19,100,0,0,0,false,3,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,aprendizaje híbrido|modalidades,concepto,digital|pedagogia
recursos/glosario/aprendizaje-transformativo/index.md,/recursos/glosario/aprendizaje-transformativo/,page,recursos,Aprendizaje transformativo,2026-04-19,145,1,1,1,true,2,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,cognición|aprendizaje|evaluación,concepto,pedagogia
recursos/glosario/aula-invertida/index.md,/recursos/glosario/aula-invertida/,page,recursos,Aula invertida,2026-04-20,159,1,0,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,aula-invertida|aprendizaje-activo|metodología,metodologia,digital|pedagogia
recursos/glosario/cocreacion-persona-ia/index.md,/recursos/glosario/cocreacion-persona-ia/,page,recursos,Co-creación persona-IA,2026-08-30,164,0,0,0,false,6,,true,1,0,1,0,0,0,0,0,fusionar-o-ampliar,,co-creación|agenciamiento|aprendizaje activo,concepto,ia|pedagogia
