path,route,kind,section,title,date,words,heading_count,external_url_count,citation_signals,reference_heading,internal_link_count,broken_internal_links,featured,local_asset_count,inline_image_count,svg_count,table_count,mermaid_count,chart_count,h5p_count,iframe_count,decision,needs,tags,categories,areas
ia-educacion/productos-de-aprendizaje/resena/index.md,/ia-educacion/productos-de-aprendizaje/resena/,page,ia-educacion,Reseña con IAG,2026-05-11,856,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-5|rubrica-iag|cognitivas|comunicación|reseña|crítica,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/que-es-la-educacion-digital/index.md,/ia-educacion/que-es-la-educacion-digital/,page,ia-educacion,¿Qué es la educación digital?,2026-04-03,1799,8,0,0,true,0,,true,1,1,0,2,2,0,0,0,conservar,interaccion-candidata,Educación digital|Taxonomía|Aprendizaje híbrido|Blended learning|E-learning|Diseño instruccional,concepto|modalidad-educativa,
ia-educacion/rutas/_index.md,/ia-educacion/rutas/,section,ia-educacion,Rutas por audiencia,,54,1,0,0,false,3,,false,0,0,0,0,0,0,0,0,actualizar,,,,ia|pedagogia|formacion
ia-educacion/rutas/coordinacion-academica/index.md,/ia-educacion/rutas/coordinacion-academica/,page,ia-educacion,Coordinar la IA en los procesos docentes,2026-07-27,1553,15,0,0,false,10,,true,2,1,1,1,0,0,0,0,actualizar,interaccion-candidata,coordinación académica|procesos docentes|integración curricular|formación docente|evaluación|SEMS,ruta-de-aprendizaje,ia|pedagogia|formacion
ia-educacion/rutas/decision-institucional-ia/index.md,/ia-educacion/rutas/decision-institucional-ia/,page,ia-educacion,Decidir institucionalmente sobre IA en la docencia,2026-07-28,1365,11,0,0,false,5,,true,2,1,1,2,0,0,0,0,actualizar,interaccion-candidata,gobernanza institucional|estrategia universitaria|inteligencia artificial|soberanía tecnológica|formación docente|evaluación,marco-ejecutivo,ia|pedagogia|digital|formacion
ia-educacion/tendencias/_index.md,/ia-educacion/tendencias/,section,ia-educacion,Tendencias y políticas,,217,3,0,0,false,2,,true,1,0,0,0,0,0,0,0,actualizar,,,,ia
ia-educacion/tendencias/evaluacion-en-la-era-ia/index.md,/ia-educacion/tendencias/evaluacion-en-la-era-ia/,page,ia-educacion,"Regar las plantas, no solo construir cercas: repensar la evaluación en la era de la IA",2026-03-18,962,8,2,0,false,0,,true,1,0,0,0,0,0,0,0,conservar,svg-diagrama|tabla-sintesis|interaccion-candidata,evaluación|integridad académica|IA generativa|políticas|tendencias,tendencia,ia|evaluacion|pedagogia
ia-educacion/tendencias/ia-tutorias-mentoria/index.md,/ia-educacion/tendencias/ia-tutorias-mentoria/,page,ia-educacion,IA en tutorías y mentoría estudiantil,2026-04-26,943,8,3,3,true,3,,true,1,0,0,0,0,0,0,0,conservar,svg-diagrama|tabla-sintesis|interaccion-candidata,tutoría inteligente|mentoría|tutor inteligente|evidencia,tendencia,ia|pedagogia|formacion
ia-educacion/tendencias/personalizacion-aprendizaje/index.md,/ia-educacion/tendencias/personalizacion-aprendizaje/,page,ia-educacion,IA generativa y personalización del aprendizaje,2026-04-26,914,10,4,2,true,3,,true,1,0,0,0,0,0,0,0,conservar,svg-diagrama|tabla-sintesis|interaccion-candidata,personalización|tutor inteligente|evidencia|agencia del aprendiz,tendencia,ia|pedagogia
ia-educacion/tendencias/politicas-institucionales-universidades/index.md,/ia-educacion/tendencias/politicas-institucionales-universidades/,page,ia-educacion,Políticas institucionales de IA en universidades,2026-04-26,972,11,4,3,true,5,,true,1,0,0,0,0,0,0,0,conservar,svg-diagrama|tabla-sintesis|interaccion-candidata,políticas institucionales|comparativo internacional|Russell Group|Harvard|gobernanza,tendencia,ia|etica
laboratorio/_index.md,/laboratorio/,section,laboratorio,Laboratorio de innovación docente,,38,0,0,0,false,3,,true,1,0,0,0,0,0,0,0,actualizar,,,,
laboratorio/experiencias/_index.md,/laboratorio/experiencias/,section,laboratorio,Experiencias docentes,2026-04-26,233,3,0,0,false,1,,true,1,0,0,0,0,0,0,0,actualizar,,,,ia|pedagogia|digital
laboratorio/h5p-runtime/index.md,/laboratorio/h5p-runtime/,page,laboratorio,Laboratorio técnico del runtime H5P,2026-07-26,226,4,0,0,false,0,,false,0,0,0,0,0,0,2,0,fusionar-o-ampliar,featured|fallback-verificar,h5p|laboratorio|accesibilidad,,
laboratorio/integracion-ia/_index.md,/laboratorio/integracion-ia/,section,laboratorio,Integración de IA en los aprendizajes,2026-04-26,256,4,1,0,false,2,,true,1,0,0,0,0,0,0,0,actualizar,,,,ia|pedagogia|digital
laboratorio/integracion-ia/flujos-trabajo-docente-ia/index.md,/laboratorio/integracion-ia/flujos-trabajo-docente-ia/,page,laboratorio,Flujos de trabajo docente con IA,2026-04-26,1175,7,1,0,true,8,,true,1,0,0,0,3,0,0,0,conservar,tabla-sintesis|interaccion-candidata,flujos de trabajo|Mermaid|diagramas|procesos docentes|protocolos,guia,ia|pedagogia|digital
laboratorio/practicas/_index.md,/laboratorio/practicas/,section,laboratorio,Prácticas pedagógicas,,26,0,0,0,false,0,,true,1,0,0,0,0,0,0,0,actualizar,,,,
laboratorio/practicas/abp-con-ia/index.md,/laboratorio/practicas/abp-con-ia/,page,laboratorio,ABP con IA — proyecto colaborativo documentado,2026-04-14,827,7,2,0,true,0,,true,1,0,0,2,0,0,0,0,conservar,svg-diagrama,ABP|proyecto colaborativo|IA generativa|trabajo en equipo|Gemini|Claude|licenciatura|híbrida,practica-pedagogica,ia|pedagogia
laboratorio/practicas/analisis-critico-de-sesgos-en-ia/index.md,/laboratorio/practicas/analisis-critico-de-sesgos-en-ia/,page,laboratorio,Análisis crítico de sesgos en la IA,2026-03-15,389,6,0,0,true,0,,true,1,0,0,1,0,0,0,0,actualizar,,pensamiento crítico|ética|sesgos|alfabetización digital|ChatGPT|Gemini|Claude|Licenciatura|Híbrida,practica-pedagogica,ia|pedagogia
laboratorio/practicas/aprendizaje-activo-ia/index.md,/laboratorio/practicas/aprendizaje-activo-ia/,page,laboratorio,Aprendizaje activo con IA — actividades diseñadas y ejecutadas con IA,2026-04-14,961,8,1,0,true,4,,true,1,0,0,2,0,0,0,0,conservar,svg-diagrama|interaccion-candidata,aprendizaje activo|think-pair-share|estudio de caso|simulación|DeepSeek|Gemini|licenciatura|presencial,practica-pedagogica,ia|pedagogia
laboratorio/practicas/aula-invertida/index.md,/laboratorio/practicas/aula-invertida/,page,laboratorio,Aula invertida (flipped classroom),2026-04-06,809,7,0,2,true,0,,true,2,2,0,2,0,0,0,0,conservar,svg-diagrama,flipped-classroom|aula-invertida|aprendizaje-activo|aprendizaje-hibrido|ejercicios-interactivos,practica-pedagogica,pedagogia|formacion
laboratorio/practicas/debate-socratico-con-ia/index.md,/laboratorio/practicas/debate-socratico-con-ia/,page,laboratorio,Debate socrático con IA como interlocutor,2026-03-01,470,7,0,0,true,0,,true,1,0,0,1,0,0,0,0,actualizar,,argumentación|debate|pensamiento crítico|Gemini|Claude|Licenciatura|Presencial|Rúbrica analítica,practica-pedagogica,ia|pedagogia
laboratorio/practicas/evaluacion-formativa-asistida-ia/index.md,/laboratorio/practicas/evaluacion-formativa-asistida-ia/,page,laboratorio,Evaluación formativa asistida por IA — portafolios iterativos,2026-04-14,1075,8,2,0,true,3,,true,1,0,0,2,0,0,0,0,conservar,svg-diagrama|interaccion-candidata,evaluación formativa|portafolios|retroalimentación iterativa|Claude|Gemini|licenciatura|híbrida|rúbrica,practica-pedagogica,ia|evaluacion|pedagogia
licencia/index.md,/licencia/,page,licencia,Licencia del sitio,2026-05-11,476,12,8,0,true,1,,false,0,3,0,0,0,0,0,0,actualizar,featured,,,
observatorio/_index.md,/observatorio/,section,observatorio,Observatorio de IA y pedagogía digital,,40,0,0,0,false,3,,true,1,0,0,0,0,0,0,0,actualizar,,,,
observatorio/documentacion/_index.md,/observatorio/documentacion/,section,observatorio,Documentación y diseminación de buenas prácticas,2026-04-26,114,3,0,0,false,2,,true,1,0,0,0,0,0,0,0,actualizar,,,,ia|pedagogia|digital
observatorio/documentacion/monitoreo-herramientas-emergentes/index.md,/observatorio/documentacion/monitoreo-herramientas-emergentes/,page,observatorio,Monitoreo de herramientas IA emergentes en educación,2026-04-26,817,10,1,0,true,5,,true,1,0,0,1,0,0,0,0,conservar,svg-diagrama,monitoreo|herramientas emergentes|vigilancia tecnológica|evaluación rápida,recurso-institucional,ia|digital|evaluacion
observatorio/documentacion/monitoreo-publicaciones-ia-educativa/index.md,/observatorio/documentacion/monitoreo-publicaciones-ia-educativa/,page,observatorio,Monitoreo de publicaciones sobre IA educativa,2026-04-26,788,8,2,0,true,4,,true,1,0,0,4,0,0,0,0,conservar,svg-diagrama,monitoreo|publicaciones|revistas académicas|vigilancia tecnológica,recurso-institucional,ia|pedagogia
observatorio/documentacion/redes-investigacion-vinculacion/index.md,/observatorio/documentacion/redes-investigacion-vinculacion/,page,observatorio,Redes de investigación y vinculación academia-industria,2026-04-26,879,18,8,0,true,4,,true,1,0,0,1,0,0,0,0,conservar,svg-diagrama,redes investigación|vinculación|academia industria|consorcios,recurso-institucional,ia|formacion
observatorio/estudios/_index.md,/observatorio/estudios/,section,observatorio,"Estudios, encuestas y hallazgos",,163,4,0,1,false,3,,true,1,0,0,0,0,0,0,0,actualizar,procedencia,,,
observatorio/estudios/creatividad-humana-ia/index.md,/observatorio/estudios/creatividad-humana-ia/,page,observatorio,Creatividad humana e inteligencia artificial: Más allá del antropocentrismo,2026-04-12,518,4,0,5,true,3,,true,2,1,0,0,0,0,0,0,actualizar,svg-diagrama,creatividad|autoría|ética|arte generativo,estudio,ia|evaluacion
observatorio/estudios/crisis-revision-pares-ia/index.md,/observatorio/estudios/crisis-revision-pares-ia/,page,observatorio,"Más, no mejor: IA, incentivos y la crisis emergente de la revisión por pares",2026-05-13,1300,13,1,2,true,4,,true,1,0,0,0,0,0,0,0,actualizar,svg-diagrama|tabla-sintesis|interaccion-candidata,revisión por pares|publicación académica|incentivos|calidad científica|evaluación,estudio,ia|evaluacion
observatorio/estudios/encuesta-dec-2026.md,/observatorio/estudios/encuesta-dec-2026/,page,observatorio,Encuesta DEC 2026 — IA en educación superior,2026-02-06,224,4,0,0,false,1,,true,1,0,0,0,0,2,0,1,fusionar-o-ampliar,,,,
observatorio/estudios/habitar-ia-simondon/index.md,/observatorio/estudios/habitar-ia-simondon/,page,observatorio,"Habitar la IA: técnica, cultura y aprendizaje con Simondon",2026-04-22,2228,9,0,6,true,6,,true,4,2,3,0,0,0,0,0,actualizar,tabla-sintesis|interaccion-candidata,filosofía de la técnica|cultura digital|mundoambiente|pensamiento crítico|Simondon,estudio,ia|pedagogia|digital
observatorio/estudios/paradoja-descarga-cognitiva/index.md,/observatorio/estudios/paradoja-descarga-cognitiva/,page,observatorio,La paradoja de la descarga cognitiva en el aprendizaje,2026-04-19,1386,5,2,8,true,3,,true,3,0,2,1,1,0,0,0,actualizar,interaccion-candidata,cognición|aprendizaje|carga cognitiva|evaluación,estudio,ia
observatorio/guias/_index.md,/observatorio/guias/,section,observatorio,Guías metodológicas,2026-04-26,193,4,0,0,false,1,,true,1,0,0,0,0,0,0,0,actualizar,,,,ia|pedagogia|evaluacion
observatorio/guias/documentacion-buenas-practicas-ia/index.md,/observatorio/guias/documentacion-buenas-practicas-ia/,page,observatorio,Documentación de buenas prácticas con IA,2026-04-26,766,8,1,0,true,6,,true,1,0,0,1,0,0,0,0,conservar,svg-diagrama,documentación|buenas prácticas|metodología|plantilla,guia,pedagogia|ia|evaluacion
observatorio/guias/evaluacion-herramientas-ia-educativas/index.md,/observatorio/guias/evaluacion-herramientas-ia-educativas/,page,observatorio,Evaluación de herramientas IA educativas: criterios y matriz,2026-04-26,1025,16,4,2,true,3,,true,1,0,0,6,0,0,0,0,conservar,svg-diagrama|interaccion-candidata,evaluación de herramientas|rúbrica institucional|adopción|comité académico,guia,ia|evaluacion|etica
recursos/_index.md,/recursos/,section,recursos,Recursos y herramientas,,59,1,0,0,false,7,,true,1,0,0,0,0,0,0,0,actualizar,,,,
recursos/articulos/_index.md,/recursos/articulos/,section,recursos,Artículos y documentos,,17,0,0,0,false,0,,true,1,0,0,0,0,0,0,0,actualizar,,,,
recursos/articulos/autenticidad-evaluacion-ajjawi-bearman/index.md,/recursos/articulos/autenticidad-evaluacion-ajjawi-bearman/,page,recursos,"From authentic assessment to authenticity in assessment: Broadening perspectives — Ajjawi, Bearman et al.",2026-06-17,225,3,0,0,false,0,,false,0,0,0,0,0,0,0,0,fusionar-o-ampliar,featured,evaluación auténtica|diseño de evaluación|IA generativa|educación superior,articulo,ia|evaluacion
recursos/articulos/cormier-rhizomatic-education/index.md,/recursos/articulos/cormier-rhizomatic-education/,page,recursos,Rhizomatic education: community as curriculum — Cormier,2026-04-26,343,3,0,0,false,3,,true,1,0,0,0,0,0,0,0,actualizar,,rizoma|Cormier|Deleuze|currículo abierto|comunidad de aprendizaje,articulo,pedagogia|digital
recursos/articulos/genai-feedback-engagement-2025/index.md,/recursos/articulos/genai-feedback-engagement-2025/,page,recursos,Generative AI as an enabler of student feedback engagement,2026-04-26,292,3,0,0,false,2,,true,1,0,0,0,0,0,0,0,actualizar,,evaluación formativa|retroalimentación|Carless|Hattie|feedback engagement,articulo,evaluacion|ia|pedagogia
recursos/articulos/guias-iagen-evaluacion-unam/index.md,/recursos/articulos/guias-iagen-evaluacion-unam/,page,recursos,"Tres guías UNAM sobre IA generativa en evaluación: bachillerato, licenciatura y posgrado",2026-04-30,1531,15,0,0,false,6,,true,4,0,1,0,0,0,0,3,actualizar,tabla-sintesis|interaccion-candidata,UNAM|IA generativa|evaluación|guía institucional|bachillerato|licenciatura|posgrado|ética,articulo,ia|evaluacion|pedagogia|formacion
recursos/articulos/next-era-assessment-dec/index.md,/recursos/articulos/next-era-assessment-dec/,page,recursos,The Next Era of Assessment: A Global Review of AI in Assessment Design — Digital Education Council,2026-06-17,266,3,0,0,false,0,,true,1,0,0,0,0,0,0,0,actualizar,,diseño de evaluación|IA generativa|educación superior|evaluación resiliente,articulo,ia|evaluacion
recursos/articulos/partnerships-pedagogicos-ia-wang-zhang/index.md,/recursos/articulos/partnerships-pedagogicos-ia-wang-zhang/,page,recursos,Alianzas pedagógicas con IA generativa — Wang & Zhang (2026),2026-05-05,1082,11,1,0,false,1,,true,1,0,0,0,0,0,0,0,actualizar,svg-diagrama|tabla-sintesis|interaccion-candidata,,articulo,ia|pedagogia
recursos/articulos/selwyn-limites-ia-educacion/index.md,/recursos/articulos/selwyn-limites-ia-educacion/,page,recursos,On the limits of artificial intelligence (AI) in education — Selwyn,2026-04-26,363,3,0,0,false,3,,true,1,0,0,0,0,0,0,0,actualizar,,pedagogía crítica|Selwyn|límites IA|ecología|equidad,articulo,ia|etica|pedagogia
recursos/catalogo-herramientas-ia/index.md,/recursos/catalogo-herramientas-ia/,page,recursos,Catálogo de herramientas IA para educación universitaria,2026-04-22,1712,17,5,1,true,0,,true,1,0,0,1,1,0,0,0,conservar,interaccion-candidata,catalogo-herramientas|ia-generativa|claude|gemini|deepseek|privacidad,recurso-institucional,ia|formacion|digital
recursos/comparativa-llm-pedagogica/index.md,/recursos/comparativa-llm-pedagogica/,page,recursos,Comparativa pedagógica de LLMs: qué usar para qué tarea,2026-04-26,798,13,2,1,true,5,,true,1,0,0,1,0,0,0,0,conservar,svg-diagrama,LLM|comparativa pedagógica|selección de herramientas|tareas docentes,recurso-institucional,ia|pedagogia|formacion
recursos/externas/_index.md,/recursos/externas/,section,recursos,Recursos externos,2026-04-26,233,4,0,0,false,2,,true,1,0,0,0,0,0,0,0,actualizar,,,,ia|digital|formacion
recursos/externas/comunidades-practica-docente-ia/index.md,/recursos/externas/comunidades-practica-docente-ia/,page,recursos,Comunidades de práctica docente con IA,2026-04-26,716,12,6,0,true,5,,true,1,0,0,0,0,0,0,0,conservar,svg-diagrama|tabla-sintesis,comunidades de práctica|redes docentes|Latinoamérica|intercambio profesional,recurso-institucional,formacion|ia|digital
recursos/externas/syllabus-internacionales-ia/index.md,/recursos/externas/syllabus-internacionales-ia/,page,recursos,Syllabus universitarios con IA: ejemplos internacionales,2026-04-26,748,11,5,0,true,5,,true,1,0,0,0,0,0,0,0,conservar,svg-diagrama|tabla-sintesis,syllabus|ejemplos internacionales|política docente|plantillas,recurso-institucional,ia|pedagogia
recursos/glosario/_index.md,/recursos/glosario/,section,recursos,Glosario de términos,2026-04-26,199,2,0,0,false,0,,true,1,0,0,0,0,0,0,0,actualizar,,,,pedagogia|ia|digital
recursos/glosario/agentes-de-ia/index.md,/recursos/glosario/agentes-de-ia/,page,recursos,Agentes de IA,2026-04-19,102,0,0,0,false,1,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,tecnología|tendencias,concepto,ia
recursos/glosario/alfabetizacion-ia/index.md,/recursos/glosario/alfabetizacion-ia/,page,recursos,Alfabetización en IA,2026-04-19,182,0,0,0,false,5,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,alfabetización en IA|alfabetización digital,concepto,ia|digital|formacion
recursos/glosario/aprendizaje-activo/index.md,/recursos/glosario/aprendizaje-activo/,page,recursos,Aprendizaje activo,2026-04-19,112,0,0,0,false,1,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,aprendizaje-activo|aprendizaje|cognición,concepto,pedagogia
recursos/glosario/aprendizaje-basado-en-problemas/index.md,/recursos/glosario/aprendizaje-basado-en-problemas/,page,recursos,Aprendizaje basado en problemas,2026-04-19,98,0,0,0,false,1,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,aprendizaje|evaluación auténtica,metodologia,pedagogia
recursos/glosario/aprendizaje-digital/index.md,/recursos/glosario/aprendizaje-digital/,page,recursos,Aprendizaje digital,2026-04-19,77,0,0,0,false,1,,true,1,0,0,0,0,0,0,0,archivar-o-fusionar,,educación digital|tecnología,concepto,digital|pedagogia
recursos/glosario/aprendizaje-hibrido/index.md,/recursos/glosario/aprendizaje-hibrido/,page,recursos,Aprendizaje híbrido,2026-04-19,100,0,0,0,false,3,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,aprendizaje híbrido|modalidades,concepto,digital|pedagogia
recursos/glosario/aprendizaje-transformativo/index.md,/recursos/glosario/aprendizaje-transformativo/,page,recursos,Aprendizaje transformativo,2026-04-19,110,0,0,1,false,2,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,procedencia,cognición|aprendizaje|evaluación,concepto,pedagogia
recursos/glosario/aula-invertida/index.md,/recursos/glosario/aula-invertida/,page,recursos,Aula invertida,2026-04-20,159,1,0,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,aula-invertida|aprendizaje-activo|metodología,metodologia,digital|pedagogia
recursos/glosario/descarga-cognitiva/index.md,/recursos/glosario/descarga-cognitiva/,page,recursos,Descarga cognitiva,2026-04-19,167,0,0,1,false,5,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,procedencia,cognición|aprendizaje|carga cognitiva,concepto,pedagogia
recursos/glosario/diseno-inverso/index.md,/recursos/glosario/diseno-inverso/,page,recursos,Diseño inverso,2026-04-20,169,1,0,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,diseño-inverso|diseño curricular|planificación,metodologia,pedagogia|evaluacion
recursos/glosario/evaluacion-autentica/index.md,/recursos/glosario/evaluacion-autentica/,page,recursos,Evaluación auténtica,2026-04-19,109,0,0,1,false,1,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,procedencia,evaluación auténtica|diseño de evaluación|educación superior,concepto,pedagogia|evaluacion
recursos/glosario/ganancia-cognitiva/index.md,/recursos/glosario/ganancia-cognitiva/,page,recursos,Ganancia cognitiva,2026-05-26,279,1,2,2,true,5,,false,0,0,0,0,0,0,0,0,actualizar,featured,cognición|aprendizaje|carga cognitiva|co-creación,concepto,pedagogia
recursos/glosario/ia-generativa/index.md,/recursos/glosario/ia-generativa/,page,recursos,IA generativa,2026-04-19,109,0,0,0,false,1,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,IA generativa|tecnología,concepto,ia
recursos/glosario/ingenieria-de-prompts/index.md,/recursos/glosario/ingenieria-de-prompts/,page,recursos,Ingeniería de prompts,2026-04-19,105,0,0,0,false,1,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,prompts|ingeniería de prompts,concepto,ia
recursos/glosario/integridad-academica/index.md,/recursos/glosario/integridad-academica/,page,recursos,Integridad académica,2026-04-19,104,0,0,0,false,2,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,integridad académica|ética,concepto,ia|etica
recursos/glosario/modelo-samr/index.md,/recursos/glosario/modelo-samr/,page,recursos,Modelo SAMR,2026-04-20,160,2,0,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,samr|tecnología-educativa|integración-tecnológica,concepto,digital|pedagogia
recursos/glosario/pensamiento-critico/index.md,/recursos/glosario/pensamiento-critico/,page,recursos,Pensamiento crítico,2026-04-19,106,0,0,0,false,2,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,pensamiento crítico|cognición,concepto,pedagogia
recursos/glosario/sesgo-algoritmico/index.md,/recursos/glosario/sesgo-algoritmico/,page,recursos,Sesgo algorítmico,2026-04-20,140,1,0,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,sesgos|ética|pensamiento crítico,concepto,ia|etica
recursos/glosario/taxonomia-de-bloom/index.md,/recursos/glosario/taxonomia-de-bloom/,page,recursos,Taxonomía de Bloom,2026-04-19,254,0,0,0,false,2,,true,1,0,0,0,1,0,0,0,actualizar,,taxonomía|cognición|niveles-cognitivos,concepto,pedagogia|evaluacion
recursos/glosario/tutor-inteligente/index.md,/recursos/glosario/tutor-inteligente/,page,recursos,Tutor inteligente,2026-04-20,131,1,0,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,tutor IA|personalización|IA generativa,concepto,ia
recursos/institucionales/index.md,/recursos/institucionales/,page,recursos,Recursos institucionales para IA en educación,2026-04-22,244,2,0,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,recursos-institucionales|politica-ia|prompts|herramientas,recursos,ia|formacion
recursos/links/_index.md,/recursos/links/,section,recursos,Links relevantes,,20,0,0,0,false,0,,true,1,0,0,0,0,0,0,0,actualizar,,,,
recursos/links/ai-for-education-toolkit.md,/recursos/links/ai-for-education-toolkit/,page,recursos,AI for Education Toolkit — UNESCO,2026-03-01,96,0,0,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,UNESCO|marcos de referencia|ética|equidad|guía,link,ia
recursos/links/ocde-ia-educacion/index.md,/recursos/links/ocde-ia-educacion/,page,recursos,Digital Education Outlook 2026 — OCDE,2026-04-26,214,1,4,1,true,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,OCDE|marcos de referencia|política educativa|IA generativa,link,ia|formacion
recursos/links/unesco-marco-competencias-docentes-ia/index.md,/recursos/links/unesco-marco-competencias-docentes-ia/,page,recursos,Marco de competencias de IA para docentes — UNESCO,2026-04-26,207,1,3,1,true,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,UNESCO|marcos de referencia|competencias docentes|formación|IA en educación,link,ia|formacion
recursos/politica-ia-udeg/index.md,/recursos/politica-ia-udeg/,page,recursos,Sugerencias y criterios para pensar una política de IA en la UdeG,2026-04-22,1777,17,8,6,true,0,,true,1,0,0,1,1,0,0,0,conservar,interaccion-candidata,politica-ia|udeg|gobernanza|regulacion-educativa|marco-institucional,recurso-institucional,ia|formacion|pedagogia
recursos/repositorio-prompts-docentes/index.md,/recursos/repositorio-prompts-docentes/,page,recursos,Repositorio de prompts para docentes: banco curado por fase pedagógica,2026-04-22,1364,23,6,1,true,0,,true,1,0,0,0,1,0,0,0,conservar,tabla-sintesis|interaccion-candidata,prompts|plantillas|evaluacion-formativa|retroalimentacion|diseno-instruccional,recurso-institucional,ia|formacion|pedagogia|evaluacion
recursos/videos/_index.md,/recursos/videos/,section,recursos,Videos,,20,0,0,0,false,0,,true,1,0,0,0,0,0,0,0,actualizar,,,,
recursos/videos/learn-prompting-curso-completo.md,/recursos/videos/learn-prompting-curso-completo/,page,recursos,Learn Prompting: curso completo de ingeniería de prompts,2026-04-26,270,1,2,0,true,1,,true,1,0,0,0,0,0,0,0,actualizar,,prompts|ingeniería de prompts|curso abierto|formación docente,video,ia|formacion
recursos/videos/sal-khan-ia-educacion.md,/recursos/videos/sal-khan-ia-educacion/,page,recursos,Sal Khan: la IA en el aula podría ser el mayor cambio educativo de la historia,2026-03-01,178,3,0,0,false,0,,true,1,0,0,1,0,0,0,0,fusionar-o-ampliar,,TED|tutor IA|Khan Academy|rol docente|personalización,video,ia
recursos/videos/tutoriales-herramientas-ia-docentes.md,/recursos/videos/tutoriales-herramientas-ia-docentes/,page,recursos,Tutoriales de herramientas IA para docentes (curaduría),2026-04-26,441,9,3,0,false,3,,true,1,0,0,0,0,0,0,0,actualizar,,tutoriales|videos|YouTube|herramientas IA|formación docente,video,ia|digital|formacion
